order_id,timestamp,day_of_week,hour,weather,is_outlier_event,is_finals_week,is_pre_finals,is_quarter_start,group_size,personality_type,category,drink_name,base,liquid,latte_flavor,size,milk,syrup,extra_shot,extra_hot,cold_foam,whipped_cream,iced,food_pairing,soft_serve_active,prep_time_sec,cleaning_time_sec,total_service_time
1600,2026-01-18 08:27:00,Sunday,8,sunny,0,0,0,0,2,sunny_social,refresher,pineapple_passionfruit_lemonade,pineapple_passionfruit,lemonade,,grande,almond,caramel,0,0,0,0,1,0,1,40,25,65
1601,2026-01-18 10:25:00,Sunday,10,sunny,0,0,0,0,1,chill_studious,latte,pumpkin_spice_latte,,,pumpkin_spice,venti,oat,pumpkin_spice,0,0,0,0,1,0,1,90,25,115
1602,2026-01-18 17:48:00,Sunday,17,sunny,0,0,0,0,1,rushed_professional,espresso,americano,,,,venti,none,none,0,0,0,0,1,0,1,45,10,55
1603,2026-01-18 16:23:00,Sunday,16,sunny,0,0,0,0,2,rushed_professional,coffee,drip_coffee,,,,grande,none,none,0,0,0,0,1,1,1,20,5,25
1604,2026-01-18 10:09:00,Sunday,10,sunny,0,0,0,0,2,adventurous,tea,earl_grey_tea,,,,grande,none,none,0,0,0,0,1,0,1,25,5,30
1605,2026-01-18 11:52:00,Sunday,11,sunny,0,0,0,0,3,rushed_professional,latte,sugar_cookie_latte,,,sugar_cookie,venti,whole,sugar_cookie,0,0,0,0,0,0,1,90,25,115
1606,2026-01-18 17:18:00,Sunday,17,sunny,0,0,0,0,2,chill_studious,latte,chai_latte,,,chai,grande,almond,chai,0,0,0,0,1,0,1,90,25,115
1607,2026-01-18 09:55:00,Sunday,9,sunny,0,0,0,0,2,rushed_professional,coffee,pour_over,,,,grande,none,none,0,0,0,0,0,1,1,20,5,25
1608,2026-01-20 19:22:00,Tuesday,19,rainy,0,0,0,0,1,chill_studious,espresso,espresso_shot,,,,grande,none,none,0,0,0,0,0,0,0,45,10,55
1609,2026-01-20 16:46:00,Tuesday,16,rainy,0,0,0,0,1,chill_studious,latte,vanilla_latte,,,vanilla,grande,whole,vanilla,0,0,1,0,0,0,0,90,25,115
1610,2026-01-20 18:13:00,Tuesday,18,rainy,0,0,0,0,3,adventurous,espresso,caramel_macchiato,,,,venti,whole,vanilla,0,0,0,0,1,0,0,45,10,55
1611,2026-01-20 18:20:00,Tuesday,18,rainy,0,0,0,0,1,rushed_professional,espresso,cafe_misto,,,,tall,whole,hazelnut,0,0,0,0,0,0,0,45,10,55
1612,2026-01-20 18:49:00,Tuesday,18,rainy,0,0,0,0,1,cozy_comfort,hot_special,peppermint_mocha,,,,grande,oat,caramel,0,0,0,1,0,0,0,70,15,85
1613,2026-01-20 18:00:00,Tuesday,18,rainy,0,0,0,0,2,rushed_professional,latte,irish_cream_latte,,,irish_cream,venti,almond,irish_cream,1,0,1,0,0,0,0,90,25,115
1614,2026-01-20 14:00:00,Tuesday,14,rainy,0,0,0,0,1,rushed_professional,coffee,cold_brew,,,,grande,none,vanilla,0,0,0,0,0,0,0,20,5,25
1615,2026-01-20 16:26:00,Tuesday,16,rainy,0,0,0,0,2,chill_studious,refresher,pineapple_passionfruit_lemonade,pineapple_passionfruit,lemonade,,venti,almond,vanilla,0,0,0,0,1,0,0,40,25,65
1616,2026-01-20 10:37:00,Tuesday,10,rainy,0,0,0,0,2,cozy_comfort,hot_special,white_hot_chocolate,,,,venti,oat,vanilla,0,0,0,1,0,0,0,70,15,85
1617,2026-01-20 08:47:00,Tuesday,8,rainy,0,0,0,0,2,chill_studious,espresso,caramel_macchiato,,,,venti,oat,vanilla,0,0,0,0,0,1,0,45,10,55
1618,2026-01-20 16:25:00,Tuesday,16,rainy,0,0,0,0,1,moody_intense,espresso,espresso_shot,,,,grande,none,none,1,0,0,0,0,0,0,45,10,55
1619,2026-01-20 18:00:00,Tuesday,18,rainy,0,0,0,0,2,rushed_professional,latte,matcha_latte,,,matcha,venti,whole,matcha,0,0,1,0,0,0,0,90,25,115
1620,2026-01-20 19:05:00,Tuesday,19,rainy,0,0,0,0,1,adventurous,refresher,strawberry_acai_lemonade,strawberry_acai,lemonade,,venti,whole,hazelnut,0,0,0,0,1,0,0,40,25,65
1621,2026-01-20 17:41:00,Tuesday,17,rainy,0,0,0,0,1,chill_studious,refresher,pineapple_passionfruit_coconut_milk,pineapple_passionfruit,coconut_milk,,venti,whole,vanilla,0,0,0,0,1,0,0,40,25,65
1622,2026-01-20 09:37:00,Tuesday,9,rainy,0,0,0,0,1,rushed_professional,espresso,cafe_misto,,,,venti,whole,toffee_nut,0,0,0,0,0,0,0,45,10,55
1623,2026-01-20 09:39:00,Tuesday,9,rainy,0,0,0,0,2,sunny_social,espresso,americano,,,,venti,none,none,0,0,0,0,0,0,0,45,10,55
1624,2026-01-20 09:29:00,Tuesday,9,rainy,0,0,0,0,1,chill_studious,espresso,mocha,,,,grande,whole,toffee_nut,0,0,0,1,1,1,0,45,10,55
1625,2026-01-20 17:37:00,Tuesday,17,rainy,0,0,0,0,1,cozy_comfort,latte,vanilla_latte,,,vanilla,grande,whole,vanilla,0,0,0,0,0,0,0,90,25,115
1626,2026-01-20 09:36:00,Tuesday,9,rainy,0,0,0,0,1,sunny_social,refresher,strawberry_acai_lemonade,strawberry_acai,lemonade,,venti,oat,hazelnut,0,0,0,0,1,1,0,40,25,65
1627,2026-01-20 16:22:00,Tuesday,16,rainy,0,0,0,0,4,chill_studious,refresher,pineapple_passionfruit_lemonade,pineapple_passionfruit,lemonade,,venti,whole,hazelnut,0,0,0,0,1,0,0,40,25,65
1628,2026-01-20 16:43:00,Tuesday,16,rainy,0,0,0,0,3,chill_studious,food,bagel,,,,venti,whole,none,0,0,0,0,0,1,0,10,0,10
1629,2026-01-20 09:23:00,Tuesday,9,rainy,0,0,0,0,2,adventurous,refresher,strawberry_acai_water,strawberry_acai,water,,grande,almond,toffee_nut,0,0,0,0,1,1,0,40,25,65
1630,2026-01-20 19:47:00,Tuesday,19,rainy,0,0,0,0,1,rushed_professional,espresso,cafe_misto,,,,venti,oat,caramel,1,0,0,0,1,0,0,45,10,55
1631,2026-01-20 09:39:00,Tuesday,9,rainy,0,0,0,0,2,rushed_professional,espresso,cafe_misto,,,,grande,whole,cinnamon_dolce,0,0,0,0,1,0,0,45,10,55
1632,2026-01-20 18:18:00,Tuesday,18,rainy,0,0,0,0,2,sunny_social,latte,vanilla_latte,,,vanilla,venti,almond,vanilla,0,0,1,0,1,1,0,90,25,115
1633,2026-01-20 17:09:00,Tuesday,17,rainy,0,0,0,0,2,rushed_professional,espresso,americano,,,,venti,none,none,0,0,0,0,1,0,0,45,10,55
1634,2026-01-20 17:45:00,Tuesday,17,rainy,0,0,0,0,1,chill_studious,latte,matcha_latte,,,matcha,grande,whole,matcha,0,0,0,0,0,1,0,90,25,115
1635,2026-01-20 15:41:00,Tuesday,15,rainy,0,0,0,0,2,rushed_professional,latte,chai_latte,,,chai,grande,whole,chai,0,0,0,0,0,1,0,90,25,115
1636,2026-01-20 08:41:00,Tuesday,8,rainy,0,0,0,0,3,chill_studious,coffee,cold_brew,,,,venti,none,brown_sugar,0,0,0,0,0,1,0,20,5,25
1637,2026-01-20 16:18:00,Tuesday,16,rainy,0,0,0,0,1,cozy_comfort,food,scone,,,,grande,almond,sugar_free_vanilla,0,0,0,0,0,0,0,10,0,10
1638,2026-01-20 08:39:00,Tuesday,8,rainy,0,0,0,0,4,rushed_professional,espresso,americano,,,,venti,none,none,0,0,0,0,1,0,0,45,10,55
1639,2026-01-20 08:50:00,Tuesday,8,rainy,0,0,0,0,1,sunny_social,refresher,strawberry_acai_water,strawberry_acai,water,,grande,oat,caramel,0,0,0,0,1,0,0,40,25,65
1640,2026-01-20 10:35:00,Tuesday,10,rainy,0,0,0,0,3,adventurous,food,cookie,,,,venti,almond,toffee_nut,0,0,0,0,0,0,0,10,0,10
1641,2026-01-20 11:01:00,Tuesday,11,rainy,0,0,0,0,2,rushed_professional,espresso,americano,,,,venti,none,none,0,0,0,0,1,0,0,45,10,55
1642,2026-01-20 19:58:00,Tuesday,19,rainy,0,0,0,0,2,moody_intense,coffee,iced_coffee,,,,grande,oat,none,0,1,0,0,1,0,0,20,5,25
1643,2026-01-20 10:30:00,Tuesday,10,rainy,0,0,0,0,1,moody_intense,espresso,americano,,,,tall,none,none,1,1,0,0,1,0,0,45,10,55
1644,2026-01-20 08:35:00,Tuesday,8,rainy,0,0,0,0,1,rushed_professional,latte,sugar_cookie_latte,,,sugar_cookie,venti,oat,sugar_cookie,0,0,1,0,1,0,0,90,25,115
1645,2026-01-20 17:49:00,Tuesday,17,rainy,0,0,0,0,1,rushed_professional,coffee,pour_over,,,,grande,none,none,1,0,0,0,0,0,0,20,5,25
1646,2026-01-20 08:34:00,Tuesday,8,rainy,0,0,0,0,3,cozy_comfort,tea,chamomile_tea,,,,grande,none,none,0,0,0,0,1,0,0,25,5,30
1647,2026-01-20 10:55:00,Tuesday,10,rainy,0,0,0,0,2,rushed_professional,espresso,flat_white,,,,venti,almond,caramel,0,0,0,0,0,0,0,45,10,55
1648,2026-01-20 11:47:00,Tuesday,11,rainy,0,0,0,0,1,rushed_professional,coffee,iced_coffee,,,,grande,whole,caramel,0,0,0,0,1,0,0,20,5,25
1649,2026-01-20 17:04:00,Tuesday,17,rainy,0,0,0,0,2,chill_studious,food,muffin,,,,venti,oat,brown_sugar,0,0,0,0,1,0,0,10,0,10
1650,2026-01-20 09:00:00,Tuesday,9,rainy,0,0,0,0,1,chill_studious,espresso,flat_white,,,,tall,whole,vanilla,0,0,0,0,0,0,0,45,10,55
1651,2026-01-20 15:41:00,Tuesday,15,rainy,0,0,0,0,3,chill_studious,food,cookie,,,,grande,almond,brown_sugar,0,0,0,0,1,0,0,10,0,10
1652,2026-01-20 17:52:00,Tuesday,17,rainy,0,0,0,0,1,rushed_professional,coffee,pour_over,,,,tall,none,none,0,0,0,0,0,0,0,20,5,25
1653,2026-01-20 13:29:00,Tuesday,13,rainy,0,0,0,0,1,chill_studious,coffee,pour_over,,,,grande,none,none,0,0,0,0,1,0,0,20,5,25
1654,2026-01-20 16:36:00,Tuesday,16,rainy,0,0,0,0,1,rushed_professional,coffee,pour_over,,,,tall,none,none,1,0,0,0,0,0,0,20,5,25
1655,2026-01-20 18:11:00,Tuesday,18,rainy,0,0,0,0,2,adventurous,latte,sugar_cookie_latte,,,sugar_cookie,venti,whole,sugar_cookie,0,0,1,0,0,0,0,90,25,115
1656,2026-01-20 17:30:00,Tuesday,17,rainy,0,0,0,0,2,moody_intense,espresso,espresso_shot,,,,grande,none,none,1,1,0,0,0,0,0,45,10,55
1657,2026-01-20 17:43:00,Tuesday,17,rainy,0,0,0,0,1,chill_studious,refresher,pineapple_passionfruit_lemonade,pineapple_passionfruit,lemonade,,venti,oat,hazelnut,0,0,0,0,1,0,0,40,25,65
1658,2026-01-20 19:00:00,Tuesday,19,rainy,0,0,0,0,1,rushed_professional,espresso,americano,,,,grande,none,none,0,0,0,0,0,1,0,45,10,55
1659,2026-01-20 09:53:00,Tuesday,9,rainy,0,0,0,0,1,cozy_comfort,hot_special,white_hot_chocolate,,,,grande,oat,none,0,0,0,0,0,1,0,70,15,85
1660,2026-01-20 08:14:00,Tuesday,8,rainy,0,0,0,0,1,sunny_social,espresso,cortado,,,,grande,none,none,0,0,0,0,1,0,0,45,10,55
1661,2026-01-20 08:00:00,Tuesday,8,rainy,0,0,0,0,1,sunny_social,refresher,pineapple_passionfruit_water,pineapple_passionfruit,water,,venti,oat,none,0,0,0,0,1,0,0,40,25,65
1662,2026-01-20 17:48:00,Tuesday,17,rainy,0,0,0,0,1,chill_studious,coffee,iced_coffee,,,,tall,oat,vanilla,0,0,0,0,1,0,0,20,5,25
1663,2026-01-20 17:26:00,Tuesday,17,rainy,0,0,0,0,1,sunny_social,latte,vanilla_latte,,,vanilla,grande,whole,vanilla,0,0,1,0,1,0,0,90,25,115
1664,2026-01-20 08:53:00,Tuesday,8,rainy,0,0,0,0,1,sunny_social,espresso,caramel_macchiato,,,,tall,oat,sugar_free_vanilla,0,0,0,0,1,0,0,45,10,55
1665,2026-01-20 11:26:00,Tuesday,11,rainy,0,0,0,0,3,rushed_professional,latte,hazelnut_latte,,,hazelnut,venti,almond,hazelnut,0,0,0,0,1,1,0,90,25,115
1666,2026-01-20 09:47:00,Tuesday,9,rainy,0,0,0,0,3,adventurous,refresher,strawberry_acai_coconut_milk,strawberry_acai,coconut_milk,,venti,almond,caramel,0,0,0,0,1,0,0,40,25,65
1667,2026-01-20 17:12:00,Tuesday,17,rainy,0,0,0,0,3,chill_studious,food,muffin,,,,venti,almond,sugar_free_vanilla,0,0,0,0,1,0,0,10,0,10
1668,2026-01-20 08:14:00,Tuesday,8,rainy,0,0,0,0,2,moody_intense,coffee,pour_over,,,,grande,none,none,0,0,0,0,0,0,0,20,5,25
1669,2026-01-20 16:44:00,Tuesday,16,rainy,0,0,0,0,2,cozy_comfort,food,muffin,,,,venti,whole,toffee_nut,0,0,0,0,0,0,0,10,0,10
1670,2026-01-20 16:04:00,Tuesday,16,rainy,0,0,0,0,1,adventurous,latte,irish_cream_latte,,,irish_cream,tall,whole,irish_cream,0,0,0,0,0,0,0,90,25,115
1671,2026-01-20 17:49:00,Tuesday,17,rainy,0,0,0,0,1,chill_studious,refresher,strawberry_acai_coconut_milk,strawberry_acai,coconut_milk,,venti,oat,caramel,0,0,0,0,1,0,0,40,25,65
1672,2026-01-20 10:20:00,Tuesday,10,rainy,0,0,0,0,2,rushed_professional,espresso,americano,,,,venti,none,none,0,0,0,0,0,0,0,45,10,55
1673,2026-01-20 18:49:00,Tuesday,18,rainy,0,0,0,0,3,rushed_professional,espresso,flat_white,,,,venti,oat,cinnamon_dolce,0,0,0,0,0,0,0,45,10,55
1674,2026-01-20 15:46:00,Tuesday,15,rainy,0,0,0,0,1,rushed_professional,espresso,americano,,,,grande,none,none,0,0,0,0,1,0,0,45,10,55
1675,2026-01-20 10:09:00,Tuesday,10,rainy,0,0,0,0,4,rushed_professional,espresso,flat_white,,,,grande,whole,none,0,0,0,0,1,0,0,45,10,55
1676,2026-01-20 08:14:00,Tuesday,8,rainy,0,0,0,0,2,sunny_social,refresher,dragonfruit_coconut_milk,dragonfruit,coconut_milk,,venti,almond,none,0,0,0,0,1,0,0,40,25,65
1677,2026-01-20 08:44:00,Tuesday,8,rainy,0,0,0,0,1,chill_studious,espresso,caramel_macchiato,,,,grande,oat,caramel,0,0,0,0,1,0,0,45,10,55
1678,2026-01-20 09:33:00,Tuesday,9,rainy,0,0,0,0,3,rushed_professional,coffee,iced_coffee,,,,venti,whole,vanilla,1,0,0,0,1,0,0,20,5,25
1679,2026-01-20 18:55:00,Tuesday,18,rainy,0,0,0,0,1,cozy_comfort,tea,earl_grey_tea,,,,grande,none,none,0,0,0,0,1,0,0,25,5,30
1680,2026-01-20 15:40:00,Tuesday,15,rainy,0,0,0,0,3,sunny_social,food,croissant,,,,venti,almond,brown_sugar,0,0,0,0,1,0,0,10,0,10
1681,2026-01-20 19:46:00,Tuesday,19,rainy,0,0,0,0,2,chill_studious,food,cookie,,,,venti,whole,vanilla,0,0,0,0,0,0,0,10,0,10
1682,2026-01-20 16:25:00,Tuesday,16,rainy,0,0,0,0,1,adventurous,latte,caramel_brule_latte,,,caramel_brule,grande,whole,caramel_brule,0,0,1,0,1,0,0,90,25,115
1683,2026-01-20 10:21:00,Tuesday,10,rainy,0,0,0,0,2,rushed_professional,latte,caramel_brule_latte,,,caramel_brule,venti,whole,caramel_brule,0,0,0,0,1,0,0,90,25,115
1684,2026-01-20 08:12:00,Tuesday,8,rainy,0,0,0,0,1,chill_studious,coffee,pour_over,,,,tall,none,none,0,0,0,0,0,0,0,20,5,25
1685,2026-01-20 09:29:00,Tuesday,9,rainy,0,0,0,0,1,adventurous,tea,chamomile_tea,,,,tall,none,none,0,0,0,0,0,0,0,25,5,30
1686,2026-01-20 09:07:00,Tuesday,9,rainy,0,0,0,0,3,cozy_comfort,food,muffin,,,,venti,whole,brown_sugar,0,0,0,0,0,0,0,10,0,10
1687,2026-01-20 08:59:00,Tuesday,8,rainy,0,0,0,0,1,moody_intense,espresso,americano,,,,tall,none,none,1,0,0,0,0,0,0,45,10,55
1688,2026-01-20 17:12:00,Tuesday,17,rainy,0,0,0,0,1,chill_studious,refresher,strawberry_acai_lemonade,strawberry_acai,lemonade,,venti,whole,none,0,0,0,0,1,1,0,40,25,65
1689,2026-01-20 18:21:00,Tuesday,18,rainy,0,0,0,0,1,cozy_comfort,latte,chai_latte,,,chai,grande,whole,chai,0,0,0,0,0,0,0,90,25,115
1690,2026-01-20 09:45:00,Tuesday,9,rainy,0,0,0,0,4,chill_studious,coffee,cold_brew,,,,venti,none,toffee_nut,0,0,0,0,0,0,0,20,5,25
1691,2026-01-20 09:08:00,Tuesday,9,rainy,0,0,0,0,3,chill_studious,coffee,drip_coffee,,,,venti,none,none,0,0,0,0,0,1,0,20,5,25
1692,2026-01-20 09:21:00,Tuesday,9,rainy,0,0,0,0,3,moody_intense,coffee,iced_coffee,,,,tall,whole,none,1,1,0,0,1,0,0,20,5,25
1693,2026-01-20 16:25:00,Tuesday,16,rainy,0,0,0,0,3,moody_intense,coffee,iced_coffee,,,,tall,almond,none,0,1,0,0,1,0,0,20,5,25
1694,2026-01-20 10:11:00,Tuesday,10,rainy,0,0,0,0,1,sunny_social,refresher,dragonfruit_lemonade,dragonfruit,lemonade,,grande,oat,hazelnut,0,0,0,0,1,0,0,40,25,65
1695,2026-01-20 17:52:00,Tuesday,17,rainy,0,0,0,0,1,chill_studious,coffee,iced_coffee,,,,grande,whole,vanilla,0,0,0,0,1,0,0,20,5,25
1696,2026-01-20 09:29:00,Tuesday,9,rainy,0,0,0,0,1,sunny_social,latte,matcha_latte,,,matcha,grande,whole,matcha,0,0,1,0,1,0,0,90,25,115
1697,2026-01-20 10:35:00,Tuesday,10,rainy,0,0,0,0,1,chill_studious,coffee,cold_brew,,,,tall,none,cinnamon_dolce,0,0,0,0,1,1,0,20,5,25
1698,2026-01-20 11:40:00,Tuesday,11,rainy,0,0,0,0,1,adventurous,refresher,strawberry_acai_water,strawberry_acai,water,,venti,oat,hazelnut,0,0,0,0,1,0,0,40,25,65
1699,2026-01-20 16:52:00,Tuesday,16,rainy,0,0,0,0,1,sunny_social,refresher,pineapple_passionfruit_coconut_milk,pineapple_passionfruit,coconut_milk,,grande,almond,caramel,0,0,0,0,1,0,0,40,25,65
1700,2026-01-20 18:59:00,Tuesday,18,rainy,0,0,0,0,1,moody_intense,coffee,drip_coffee,,,,tall,none,none,0,0,0,0,0,0,0,20,5,25
1701,2026-01-20 17:27:00,Tuesday,17,rainy,0,0,0,0,3,sunny_social,latte,chai_latte,,,chai,venti,almond,chai,0,0,1,0,1,1,0,90,25,115
1702,2026-01-20 17:11:00,Tuesday,17,rainy,0,0,0,0,1,adventurous,latte,irish_cream_latte,,,irish_cream,tall,whole,irish_cream,0,0,0,0,1,0,0,90,25,115
1703,2026-01-20 15:43:00,Tuesday,15,rainy,0,0,0,0,2,moody_intense,espresso,americano,,,,tall,none,none,1,1,0,0,0,0,0,45,10,55
1704,2026-01-20 18:58:00,Tuesday,18,rainy,0,0,0,0,1,chill_studious,latte,vanilla_latte,,,vanilla,tall,oat,vanilla,0,0,1,0,1,1,0,90,25,115
1705,2026-01-20 10:48:00,Tuesday,10,rainy,0,0,0,0,1,rushed_professional,latte,matcha_latte,,,matcha,grande,almond,matcha,1,0,0,0,1,1,0,90,25,115
1706,2026-01-20 07:18:00,Tuesday,7,rainy,0,0,0,0,1,cozy_comfort,food,brownie,,,,tall,whole,hazelnut,0,0,0,0,0,1,0,10,0,10
1707,2026-01-20 08:03:00,Tuesday,8,rainy,0,0,0,0,1,moody_intense,espresso,espresso_shot,,,,grande,none,none,1,1,0,0,0,0,0,45,10,55
1708,2026-01-20 18:40:00,Tuesday,18,rainy,0,0,0,0,1,rushed_professional,latte,vanilla_latte,,,vanilla,venti,whole,vanilla,1,0,0,0,0,0,0,90,25,115
1709,2026-01-20 10:14:00,Tuesday,10,rainy,0,0,0,0,1,chill_studious,coffee,cold_brew,,,,venti,none,sugar_free_vanilla,0,0,0,0,1,0,0,20,5,25
1710,2026-01-20 09:57:00,Tuesday,9,rainy,0,0,0,0,2,moody_intense,espresso,americano,,,,tall,none,none,1,0,0,0,0,0,0,45,10,55
1711,2026-01-20 18:36:00,Tuesday,18,rainy,0,0,0,0,2,sunny_social,refresher,strawberry_acai_water,strawberry_acai,water,,venti,whole,hazelnut,0,0,0,0,1,0,0,40,25,65
1712,2026-01-21 20:51:00,Wednesday,20,rainy,0,0,0,0,3,cozy_comfort,tea,chamomile_tea,,,,venti,none,none,0,0,0,0,1,0,0,25,5,30
1713,2026-01-21 17:58:00,Wednesday,17,rainy,0,0,0,0,1,rushed_professional,espresso,cappuccino,,,,grande,whole,hazelnut,1,0,0,0,0,1,0,45,10,55
1714,2026-01-21 10:25:00,Wednesday,10,rainy,0,0,0,0,1,cozy_comfort,food,scone,,,,tall,whole,sugar_free_vanilla,0,0,0,0,1,0,0,10,0,10
1715,2026-01-21 17:21:00,Wednesday,17,rainy,0,0,0,0,3,sunny_social,food,bagel,,,,grande,whole,brown_sugar,0,0,0,0,0,1,0,10,0,10
1716,2026-01-21 09:01:00,Wednesday,9,rainy,0,0,0,0,1,cozy_comfort,latte,vanilla_latte,,,vanilla,grande,almond,vanilla,0,0,1,0,1,1,0,90,25,115
1717,2026-01-21 18:34:00,Wednesday,18,rainy,0,0,0,0,3,moody_intense,coffee,pour_over,,,,tall,none,none,1,0,0,0,0,0,0,20,5,25
1718,2026-01-21 09:22:00,Wednesday,9,rainy,0,0,0,0,2,rushed_professional,coffee,iced_coffee,,,,grande,oat,sugar_free_vanilla,1,0,0,0,1,1,0,20,5,25
1719,2026-01-21 16:50:00,Wednesday,16,rainy,0,0,0,0,1,sunny_social,latte,chai_latte,,,chai,grande,oat,chai,0,0,0,0,0,0,0,90,25,115
1720,2026-01-21 18:20:00,Wednesday,18,rainy,0,0,0,0,2,rushed_professional,espresso,cappuccino,,,,grande,whole,caramel,1,0,0,0,1,0,0,45,10,55
1721,2026-01-21 09:11:00,Wednesday,9,rainy,0,0,0,0,1,sunny_social,espresso,brown_sugar_shaken_espresso,,,,tall,oat,hazelnut,0,0,0,0,0,0,0,45,10,55
1722,2026-01-21 17:25:00,Wednesday,17,rainy,0,0,0,0,2,sunny_social,food,muffin,,,,grande,whole,toffee_nut,0,0,0,0,0,0,0,10,0,10
1723,2026-01-21 17:10:00,Wednesday,17,rainy,0,0,0,0,4,cozy_comfort,tea,chamomile_tea,,,,venti,none,none,0,0,0,0,1,0,0,25,5,30
1724,2026-01-21 17:23:00,Wednesday,17,rainy,0,0,0,0,1,chill_studious,refresher,dragonfruit_lemonade,dragonfruit,lemonade,,venti,whole,toffee_nut,0,0,0,0,1,1,0,40,25,65
1725,2026-01-21 19:02:00,Wednesday,19,rainy,0,0,0,0,2,rushed_professional,espresso,flat_white,,,,grande,oat,brown_sugar,0,0,0,0,1,0,0,45,10,55
1726,2026-01-21 08:21:00,Wednesday,8,rainy,0,0,0,0,2,moody_intense,espresso,espresso_shot,,,,tall,none,none,0,1,0,0,0,1,0,45,10,55
1727,2026-01-21 14:08:00,Wednesday,14,rainy,0,0,0,0,1,chill_studious,latte,latte,,,none,grande,oat,vanilla,0,0,1,0,1,0,0,90,25,115
1728,2026-01-21 10:05:00,Wednesday,10,rainy,0,0,0,0,1,chill_studious,latte,matcha_latte,,,matcha,grande,oat,matcha,0,0,0,0,1,0,0,90,25,115
1729,2026-01-21 16:08:00,Wednesday,16,rainy,0,0,0,0,4,adventurous,latte,hazelnut_latte,,,hazelnut,venti,oat,hazelnut,0,0,1,0,0,0,0,90,25,115
1730,2026-01-21 21:14:00,Wednesday,21,rainy,0,0,0,0,3,rushed_professional,coffee,cold_brew,,,,venti,none,brown_sugar,1,0,0,0,1,0,0,20,5,25
1731,2026-01-21 09:40:00,Wednesday,9,rainy,0,0,0,0,1,chill_studious,espresso,cafe_misto,,,,tall,whole,cinnamon_dolce,0,0,0,0,1,0,0,45,10,55
1732,2026-01-21 10:45:00,Wednesday,10,rainy,0,0,0,0,4,rushed_professional,espresso,americano,,,,venti,none,none,0,0,0,0,1,0,0,45,10,55
1733,2026-01-21 16:24:00,Wednesday,16,rainy,0,0,0,0,2,sunny_social,refresher,pineapple_passionfruit_lemonade,pineapple_passionfruit,lemonade,,venti,oat,toffee_nut,0,0,0,0,1,0,0,40,25,65
1734,2026-01-21 16:22:00,Wednesday,16,rainy,0,0,0,0,1,adventurous,refresher,dragonfruit_water,dragonfruit,water,,venti,oat,vanilla,0,0,0,0,1,0,0,40,25,65
1735,2026-01-21 10:38:00,Wednesday,10,rainy,0,0,0,0,1,cozy_comfort,tea,english_breakfast_tea,,,,venti,none,none,0,0,0,0,0,1,0,25,5,30
1736,2026-01-21 18:25:00,Wednesday,18,rainy,0,0,0,0,3,sunny_social,refresher,pineapple_passionfruit_water,pineapple_passionfruit,water,,grande,whole,toffee_nut,0,0,0,0,1,0,0,40,25,65
1737,2026-01-21 09:42:00,Wednesday,9,rainy,0,0,0,0,2,cozy_comfort,tea,earl_grey_tea,,,,venti,none,none,0,0,0,0,1,1,0,25,5,30
1738,2026-01-21 16:23:00,Wednesday,16,rainy,0,0,0,0,4,moody_intense,latte,latte,,,none,tall,whole,none,1,0,1,0,0,0,0,90,25,115
1739,2026-01-21 08:20:00,Wednesday,8,rainy,0,0,0,0,2,sunny_social,refresher,dragonfruit_lemonade,dragonfruit,lemonade,,grande,almond,sugar_free_vanilla,0,0,0,0,1,0,0,40,25,65
1740,2026-01-21 21:58:00,Wednesday,21,rainy,0,0,0,0,3,adventurous,latte,sugar_cookie_latte,,,sugar_cookie,grande,whole,sugar_cookie,0,0,0,0,1,0,0,90,25,115
1741,2026-01-21 10:49:00,Wednesday,10,rainy,0,0,0,0,1,sunny_social,espresso,mocha,,,,tall,whole,vanilla,0,0,0,0,0,0,0,45,10,55
1742,2026-01-21 17:15:00,Wednesday,17,rainy,0,0,0,0,2,chill_studious,food,muffin,,,,grande,almond,caramel,0,0,0,0,1,1,0,10,0,10
1743,2026-01-21 19:31:00,Wednesday,19,rainy,0,0,0,0,1,rushed_professional,latte,caramel_brule_latte,,,caramel_brule,grande,oat,caramel_brule,0,0,1,0,0,0,0,90,25,115
1744,2026-01-21 09:19:00,Wednesday,9,rainy,0,0,0,0,1,rushed_professional,espresso,americano,,,,grande,none,none,1,0,0,0,1,0,0,45,10,55
1745,2026-01-21 18:36:00,Wednesday,18,rainy,0,0,0,0,2,sunny_social,refresher,pineapple_passionfruit_water,pineapple_passionfruit,water,,grande,oat,sugar_free_vanilla,0,0,0,0,1,0,0,40,25,65
1746,2026-01-21 18:48:00,Wednesday,18,rainy,0,0,0,0,1,cozy_comfort,hot_special,white_hot_chocolate,,,,grande,whole,hazelnut,0,0,0,1,0,1,0,70,15,85
1747,2026-01-21 16:51:00,Wednesday,16,rainy,0,0,0,0,4,chill_studious,food,cookie,,,,venti,almond,caramel,0,0,0,0,1,0,0,10,0,10
1748,2026-01-21 19:46:00,Wednesday,19,rainy,0,0,0,0,1,rushed_professional,latte,vanilla_latte,,,vanilla,grande,oat,vanilla,0,0,0,0,0,1,0,90,25,115
1749,2026-01-21 16:49:00,Wednesday,16,rainy,0,0,0,0,2,rushed_professional,coffee,pour_over,,,,grande,none,none,0,0,0,0,0,0,0,20,5,25
1750,2026-01-21 14:58:00,Wednesday,14,rainy,0,0,0,0,2,chill_studious,food,banana_bread,,,,venti,whole,brown_sugar,0,0,0,0,0,0,0,10,0,10
